Note,Commentaire
5.0," je me fiche de ce que les gens en diront, c'est un hommage a 20 ans de films Spider-Man, j'ai personnellement grandi avec la 1ere trilogie et ensuite avec la seconde, on ne peut être que ravi de voir à quel point l'hommage est complet "
0.5," Film qui tourne autour d'un ado attardé qui ne sait fair de choix, au final la situation finale est la même que l'initial, on a l'impression que spiderman est le vrais méchant du film... "
0.5," Le multivers c’est pour les ignorants qui n’ont pas compris que Disney compte sur l’emballement des fanatiques de Marvel (comme d’habitude) pour gagner le plus d’argent possible. Je trouve ça honteux que le film ait d’aussi bonnes critiques alors qu’il est médiocre. AUCUN scénario, avec une purée dans laquelle les scénaristes ont vomis les anciens Spiderman. Dans le thème du dégoût, les blagues lourdes qui détruisent l’univers de Spiderman et ne font rire personne. L’originalité du film ? Il n’y en a pas. Une quantité de fan service qui assomme, tant il est lourd et prévisible. Je suis dégoûté que Disney massacre encore une saga comme ils savent si bien le faire. Ce n’est pas en plaçant Tom Holland et Zendaya qu’ils sauvent Spiderman. Les acteurs qui savent prouver leur talent par leur nombre de followers sur les réseaux ne font pas la qualité d’un film. Disney aura donc détruit Star Wars, l’univers Marvel, mais quand vont-ils s’arrêter ? Quand les fans vont ils comprendre que les films pour lesquels ils applaudissent dans la salle ne valent rien ? Ces films sont des coquilles vides qui ne laisseront aucune empreinte dans le cinéma contemporain si ce n’est le goût amer de la déception. "
5.0, une œuvre d'art spiderman no way home est un film à la fois moderne et nostalgique. plusieurs générations réunis pour un même film. du jamais vu. 
0.5," Pffffffiou..je sais même pas quoi écrire,tellement le déception est énorme. Je me suis même carrément endormis quelques minutes tellement c'était mauvais.. Je suis vraiment dégoûté,d'avoir claquer du fric pour cette grosse daube. Sam Raimi,restera à jamais le maître absolu de l'homme araignée au cinéma !! "
5.0," Conclusion de la trilogie portée par Tom Holland, suite du plutôt réussi ""Far From Home"" et agrémentée de diverses rumeurs justifiée où pas, dire que ""No Way Home"" était le film le plus attendu de 2021 est un doux euphémisme tant la promotion aura su cristallisée les attentes avec brio. Je ne vais pas passer par 4 chemins... L'attente en valait vraiment la peine. Ce pari de Marvel d'introduire le multivers (non non ce n'est pas un spoil ! Suffit de voir les bandes annonces !) était clairement risqué mais est au final une grande réussite qui annonce de belles heures à l'univers cinématographique Marvel que l'ont pensé sur la fin après ""Avengers EndGame"". L'œuvre commence exactement ou la scène post générique du second opus s'achevait et nous replonge donc directement dans une ambiance très tendue pour Peter Parker. J'ai d'ailleurs trouvé que l'introduction prenait son temps et c'est déjà un très bon point que j'accorde au film. Ensuite les événements s'enchaînent et un plaisir nostalgique s'installe inévitablement et ce jusqu'au dernier moment du métrage. Et oui ""No Way Home"" réussi l'improbable prouesse de faire plaisir aux fans de l'homme araignée et de ces 3 franchises distinctes mais aussi de l'univers cinématographique Marvel dans sa grande globalité. Un vrai bonheur pour les connaisseurs... Un peu moins pour les non initiés. Il est là le seul et unique défaut que je fais au film. Ceux qui n'ont pas vu les 2 premières saga Spider-Man et qui n'ont pas un minimum de connaissances sur le MCU seront très probablement insensibles aux nombreuses références dissimulées un peu partout dans l'œuvre. Ce qui ne veut pas forcément dire que les néophytes ne passeront pas un bon moment durant le visionnage. C'est juste que l'effet sera moindre car en plus d'être spectaculaire et drôle cette nouvelle aventure est vraiment émouvante, symbolisant ainsi la fin d'un cycle tout en lançant définitivement une nouvelle ère pour l'inepuisable univers Marvel.Bref ""No Way Home"" est un excellent cru. Un film marquant et peut être même le meilleur du MCU. Et j'assume totalement mes propos. Bravo et merci pour le spectacle "
4.0," À la fois vingt-septième long-métrage du MCU, quatrième film de la Phase IV et troisième opus des aventures du Tisseur incarné par Tom Holland, ""Spider-Man : No Way Home"" débarque enfin en salles entouré d'une hype comme ce large univers super-héroïque n'en avait plus connu depuis un long moment, en particulier avec le début de cette nouvelle phase au cinéma qui oscillait jusqu'alors entre l'anecdotique (""Black Widow""), le divertissant (""Shang-Chi..."") et le clivant (""Les Éternels"" que l'on a beaucoup aimé). On peut aisément le comprendre car, en plus d'avoir l'honneur de jouer enfin avec la notion de Multiverse sur le grand écran après que la série ""Loki"" en ait établi les bases auprès du public, ce nouveau volet consacré au Spider-Man du MCU est censé représenter un véritable feu d'artifice pour tout fan de l'Homme-Araignée prêt à assister au fracas forcément jouissif des différents univers cinématographiques l'ayant mis en scène en live-action depuis 2002 (et à toutes les surprises que cela peut induire). Par ailleurs, ce long-métrage se focalisant plus radicalement sur le Spider-verse que ses deux prédécesseurs est peut-être aussi le moyen d'affirmer l'identité d'un super-héros qui a finalement évolué au sein des films de Jon Watts souvent au plus près des événements du MCU -dans l'ombre de l'image imposante de son mentor Tony Stark notamment- avec pour spécificité un ton plus adolescent et désinvolte certes sympathique mais encore loin d'exploiter la plénitude de l'aura et du monde si uniques de l'Homme-Araignée que la trilogie originelle de Sam Raimi avait su par exemple si bien saisir pour en devenir la référence au cinéma.Bref, les grandes espérances véhiculées par ce ""Spider-Man: No Way Home"" appelaient de grandes ambitions pour les concrétiser et, avec des bandes-annonces faisaient déjà monter la sauce en dévoilant peu à peu le retour de vilains cultes, autant dire que les araignées semblaient s'aligner pour tisser la meilleure des toiles... Débutant directement à la suite des derniers instants de ""Far From Home"", et donc de la révélation-choc de l'identité de Spider-Man au monde par un Jonah Jameson toujours aussi irascible en blogueur complotiste, ""No Way Home"" place Peter Parker au pied du mur après le dernier vilain tour posthume que lui a joué Mysterio. Le temps de l'insouciance semble en effet se terminer pour l'adolescent car, si la première partie du film (clairement la plus faible) s'attache à conserver le ton léger de teen-movie propre à la saga de Jon Watts pour passer en revue toutes les têtes connues du monde du jeune super-héros devant la déflagration que représente la découverte de sa double-vie, elle sert avant tout à l'emmener vers une solution tout aussi facile que radicale pour tenter d'en réparer les effets dévastateurs. Une solution qui, bien évidemment, fait entrer en scène la magie de Docteur Strange et des conséquences encore bien plus terribles... On aurait pu craindre que Strange devienne une nouvelle fois une figure tutélaire pour Peter, un nouveau Stark en somme, plaçant encore Spider-Man trop sous la coupe d'un autre héros du MCU, mais, sur ce point, le film fait le bon choix de, d'abord, renouer avec la légèreté de caractère du personnage de Strange (un peu oubliée depuis le film qui l'a introduit) et de l'associer à la naïveté de Peter dans le but, ensuite, de faire complètement évoluer la relation de ce duo face à la manière de gérer les conséquences de leur acte déraisonné. Plaçant le sorcier en ""gardien du temple cosmique"" prêt à tout pour réparer les dégâts, le film lui oppose la bonté héroïque d'un Peter Parker qui cherche toujours à se rattraper et à panser les plaies de son affrontement avec Mysterio sur des adversaires venus d'univers bien connus. Alors, certes, à bien y regarder, les principaux mouvements de ce tandem et, plus globalement, de l'intrigue du long-métrage ressemblent à une boucle d'agissements sacrément irrationnels afin de mettre le monde en danger de façon trop irréfléchie, mais ils correspondent quelque part à des ficelles naïves (faciles diront sans doute certains), très ""comicsiennes"", et donc pardonnables pour mettre en avant le parcours plutôt bien construit de Peter Parker vers une forme de gravité plus adulte par de nombreuses rencontres et de confrontations qui vont n'avoir de cesse de combler tout aficionado de ""Spider-Man""... Sur la teneur des surprises que le film réserve (et il y en a tout de même beaucoup), on n'en dira pas plus. Forcément, si vous en suivez l'actualité de très près depuis longtemps, le terme ""surprise"" sera probablement trop grand au sujet d'événements majeurs mais la promesse d'une jubilation de tous les instants à leurs apparitions sera à chaque fois tenue (surtout, si vous le découvrez dans une salle pleine à craquer, les acclamations à tout rompre d'un public en communion ne pourront que vous convaincre !). L'hommage aux aventures de l'Homme-Araignée sur grand écran se fera évidemment par une bonne dose de nostalgie, de clins d'oeil, de combats ou de rédemptions que l'on aurait jugés encore impossibles il y a peu, de traits d'humour savoureux sur l'improbabilité d'une telle aventure... Bon, sur ce dernier point, reconnaissons que le film en fait encore une fois trop (à croire que le MCU fait une fixette sur les personnes âgées pour créer un décalage comique par exemple, on avait déjà le cas récemment dans ""Les Éternels""), les remarques badines d'un héros comme Spider-Man -et ici jeune de surcroît- le justifient peut-être plus que pour d'autres confrères du MCU mais on aurait aimé parfois plus de sérieux, plus d'échanges profonds pour mettre en relief l'importance de certaines situations. Car, quand il se veut plus grave, ce ""No Way Home"" vise juste, se recentrant sur l'évolution de son héros pour lui faire tourner une page, celle de cette trilogie sur son adolescence, et l'emmener vers un avenir où Peter Parker doit désormais apprendre à se définir sous un jour nouveau à l'aune de ces épreuves sans précédent. On aurait aussi d'autres reproches à formuler envers ""No Way Home"", comme d'en rester visuellement à des canons trop standards du MCU alors que Jon Watts avait semblé mettre la barre un peu plus haute lors des combats atypiques avec Mysterio dans le deuxième film ou encore le traitement inégal de la flopée de vilains VIP mais, dans le fond, si le flacon n'est parfois pas à la hauteur, l'ivresse est bien là, la multitude de sourires de gosse que le film nous colle généreusement nous suivent bien après la séance et il est clair qu'on n'aura pas ressenti une telle ferveur pour un film Marvel durant sa projection depuis au moins la bataille finale de ""Avengers: Endgame"", c'est dire et jusque dans la deuxième ""scène"" post-générique proposée de surcroît !Oui, ""No Way Home"" aura régalé, aura tenu ses principales promesses et nous aura même donné hâte de découvrir la suite des aventures de ce Peter Parker à jamais chamboulé par le caractère inédit de ce périple dans les failles du Multiverse. Vivement que les frontières de ce Spider-Verse s'élargissent à nouveau ! "
3.5," Tellement de choses à dire sur Spider-Man : No Way Home. Film terriblement généreux, c'est un rêve de gosse qui se réalise. Mais Jon Watts est un réalisateur tellement peu talentueux, que parfois, tout ce potentiel est gâché par une mise en scène soporifique et une écriture bancale. https://www.cineserie.com/critiques/cine/spider-man-no-way-home-une-reunion-inegale-mais-genereuse-4765076/https://www.cineserie.com/news/cinema/spider-man-no-way-home-focus-sur-la-deuxieme-scene-post-generique-4765460/https://www.cineserie.com/dossiers/toplist/top-meilleurs-films/spider-man-notre-classement-des-adaptations-cinematographiques-du-tisseur-2638031/https://www.cineserie.com/news/cinema/spider-man-no-way-home-ce-detail-important-de-la-premiere-scene-post-generique-4765414/ "
3.0," L'illustration parfaite d'un gros exercice marketing parfaitement huilé et prévisible.Bref, tout ça pour ça.Abordant les thématiques du don et de la malédiction et, oh surprise, le multivers, un film trop imposant pour les frêles épaules de son réalisateur et dilué dans la formule balisée du MCU.On ne va pas se mentir, certains retours/retrouvailles font plaisir à voir avec nos yeux d'éternel ado. Mais derrière ceux-ci ? Ben pas grand-chose, à part la formule habituelle calculée de bout en bout. Si vous avez suivi ne serait-ce que quelques infos ces derniers mois, vous savez déjà plus ou moins comment ce film va se dérouler. Du coup, le film défile devant nos yeux sans grande surprise et émotion.Comme les 2 précédents volets ""Spidey"", un divertissement distrayant (surtout dans sa seconde partie), mais comme prévu, un film qui ne marquera pas durablement cette année ciné, sauf peut-être en tant qu'exercice marketing.P.S.: et si vous voulez voir un film sur le multivers qui tient la route et moins de fan service, rematez-vous plutôt l'excellent ""Into the Spider-Verse"". "
5.0, Waou waou waou waouuuuu !!! A voir et rapidement. Merci Marvel pour cette merveille. Ce film est surement le meilleur spiderman ever et l'une des meilleures productions de Marvel sur tous les points. 
3.5," [Attention, critique avec spoilers] On s'est pris un coup de vieux. Première séance pour ce Spider-Man : No Way Home, remplie de fans hardcores à qui le film s'adresse en particulier avec son fan service copieux (pour notre part : un peu épuisant, comme des coups de coude toutes les deux minutes pour être sûr que vous avez la réf'... OUI, ON L'A !), mais comment rester insensible quand la salle applaudit le retour de  spoiler:  Tobey Maguire  (notre chouchou, de très loin). Pour le coup, on s'est ""Julien Lepersisé"" : ""Ah oui, oui, oui, oui !!!"", on n'a pas pu s'en empêcher, en prenant presque vingt ans dans la vue... Et clairement, il est ce qu'on a retenu de mieux de cet opus, avec également le sympathique retour simultané d' spoiler:  Andrew Garfield  (qui, ici, nous a convaincu). Le trio formé pour le combat final nous en a mis plein les yeux, chacun retrouvant un instant la bagarre mêlée de traits d'humour (pas trop dans le final, pour une fois...), permettant de jolis retours en arrière ( spoiler:  Peter ""Andrew"" qui ""répare"" son traumatisme d'avec Gwen...), et nous faisant retrouver les grands méchants d'autrefois. Cependant, si la fin nous a vraiment plu, et que les ""anciens"" sont le coup de cœur de cet opus, comment oublier tout le scénario bancal qui nous y a amené ? Que l'on pense aux méchants qui deviennent d'abord des bouffons (pas verts) juste bons à faire les marionnettes en boîte, puis qui prennent une bonne dose de calmants qui les rend tout gentil (le pays des Bisounours n'est pas loin), que l'on pense aussi à  spoiler:  la mort de Tante May  qui est complètement ratée (émotion au point zéro), à la solution de tout le bazar qui est ultra-facile (alors, le monde entier ne tenait qu'au choix de  spoiler:  ne pas ""laver le cerveau"" de ses deux potes , sans rien de plus ? C'est un peu trop simple... Surtout que cela donnera l'occasion aux scénaristes de refaire des scènes de révélation d'identité moins plates que celles des précédents ""Home"") et évite soigneusement les questions épineuses (si les méchants ""gentils"" reviennent dans leur réalité, quid de leurs méfaits ? Soit ils redeviennent méchants - et donc : tout ça pour ça ? -, soit ils sont gentils et reviennent après leurs crimes pour finir leur vie en prison - pas terrible comme fin - ou reviennent auparavant et restent tranquilles, et dans ce cas c'est l'ensemble des films précédents qui ne sont tout simplement pas advenus... Ou comment fâcher une fan de la première saga). Et enfin, on pensait avoir une entrée magistrale pour les deux anciens (celle du premier venu est rigolote), mais celle du deuxième fait clairement : ""il en manque un, et on ne savait pas comment le faire arriver"" (en vêtements à deux sous, un grand pas en avant et hop, le voilà, ne manquait que le ""j'ai vu de la lumière, je suis entré""). Dans l'ensemble, ce Spider-Man fonctionne si l'on a dorloté ses vieux DVD en rêvant au jour où l'on reverrait son Spidey préféré (oui, on plaide coupable), car le trio est vraiment amusant (la scène qui est proche de refaire le fameux meme ""pointage du doigt"", on a adoré) et se complète parfaitement, une vraie bonne idée. Beaucoup de nostalgie (remettez-nous encore un peu Tobey, s'il-vous-plaît...), de clins-d'oeil aux fans, malgré un scénario qui s'empêtre dans les toiles d'araignées par moments (demandez-donc à Andrew d'aller les nettoyer, il le fait si bien...). "
4.0," Quelque part Jon Watts vient de réaliser un vrai bon film Spider-Man à l'ancienne, avec un peu de tension, d'émotion, de dramaturgie et dans lequel on voit Peter morfler, physiquement, mentalement et swinguer entre les buildings dans des scènes de haute voltige qui manquaient cruellement aux deux premiers épisodes. Bref, les ingrédients que l'on a appréciés dans les précédentes sagas se retrouvent un peu dans ce No Way Home, dans une certaine mesure… bien que certaines ficelles scénaristiques soient un peu simplistes, voire bâclées à mon sens. Ceci dit, bon point pour lui, c'est un film qui tient ses promesses, avec du bon gros fan service. Un peu facile diront certains mais tellement jouissif ! Je n'ai pas boudé mon plaisir. Personnellement, je pense que c'est le meilleur film Spider-Man de la saga Jon Watts / MCU. Il pourrait presque se hisser au niveau des films de Raimi (non peut-être pas quand même, disons plutôt se hisser aux côtés des films de la saga Marc Webb). Bref, c'était bien cool, et je le regarderais probablement une seconde fois. "
0.5," Impossible de noter ce film quand tu es déchiré entre ton immense déception et les nombreux applaudissements des fans. Car tu te dis que tu as dû dormir —ce qui n’est pas insensé. C’est sûrement que tu fais partie des gens glacés par les dialogues, anesthésiés par le scénario, aveuglés par les énormes effets spéciaux —dont on ne peut donc rien dire. Ce film nous avachit, nous-autres, alors qu’il semble être un chef d’œuvre pour beaucoup. Serait-ce que ces autres en savent trop sur les multiples dimensions de l’univers ? Les auteurs du film s’échinent à ressusciter les acteurs qui ont interprété Spider-Man, ainsi que ceux qui ont joué leurs anciens vilains (le bouffon vert en tête) —les bandes annonces ne le cachent pas. Mais aucun des gentils, ni aucun des méchants, n’a quoi que ce soit de remarquable à dire ou à faire. Tout le monde est devenu pitoyable et ennuyeux dans ce film (le pire étant le Dr Octopus empêtré dans ses tentacules), sans compter qu’ils ont vieilli. Seul le journaliste du Daily Bugle (joué pas J. K. Simmons depuis vingt ans) sauve la mise. Les auteurs du film en savent trop sur les multivers et pas assez en géométrie euclidienne… La quadrature du cercle est sans solution. A.G. "
0.5," Du fan service, ils épuisent le fil de l'argent facile et ça marche encore. Aucune profondeur du personnage, comme le dernier James Bond, depuis 20 ans ce ne sont que des suites, des reboots, des nouvelles adaptations, il serait grand temps de passer à autre chose. Le monde du cinéma se fait de plus en plus consensuel et convenu, il faut remplir des quotas de tolérance, d'assez de personnes de telle couleur, ou de tel sex. On en perd le sens le plus important du cinéma, celui d'être de l'art. Qu'on m'explique donc où se trouve l'art dans ce Spiderman, si ce n'est dans l'absurde. "
5.0," --------------------------------2 POSTS-GENERIQUE--------------------------------Beaucoup d’attente, de théories de fans, de spéculations, des intox à tout vas sur le net, des annonces dont personne ne pouvait être sûre de la fiabilité, qui allait répondre à l’appel? Quels Ester-Eggs aux comics/séries animées/anciens films allait-il y avoir? Une liste longue comme un parsec d’espérances de fan, dont une théorie (à laquelle je croyais moi-même) d’un format de 3h30, pour un produit final de 2h30.C’est dingue à quel point le film est généreux en ‘si peu’ de temps, à croire qu’à l’instar des phénomènes métaphysiques qui se produisent dans le film, le temps dans le monde réel se distant lui-même pouvant permettre cette quantité d’élément en 2h30 (bien qu’un film plus long n’aurait pas été de refus (une version longue de prévu peut-être?)).Quel sont les prérequis pour pouvoir aller voir ce film? qui est présent? Répond-t-il globalement aux attentes? Jusqu’où se dirige le fan service? Quel est son niveau général de qualité? On va décortiquer tout ça ensemble point par point.Pour commencer: Réponse à la grande question sans cache spoiler (de toutes façon vous l’avez sans doutes déjà lu chez d’autres utilisateurs Allociné ou sur les réseaux sociaux): les trois Spider-Man sont-ils réunis? La réponse est: OUITom Holland aux côté de sa Zendaya, Andrew Garfield sans son Emma Stone, et le très espéré Tobey Maguire… sans sa Kirsten Dunst pourtant annoncée au casting (ses scènes coupées au montage final?)Les antagonistes présents dans le film joué par les acteurs originaux.Ce spoil était nécessaire pourquoi, pour parler des films prérequis:L’ensemble des spider-man de Maguire, Garfield et Holland (+films mcu nécessaires pour comprendre les deux premiers spider-man du mcu), donc au final, côté long métrages mcu, on part sur ‘des obligations’ assez légères. Ensuite les séries Marvel, Netflix/Disney + : zero référence, nada, même si, la nature des évènements du film étant intimement liés à la saison 1 de Loki, avoir vu Loki permet de regarder et d’apprécier ce film sous un œil différent, en faisant sois même les liens que le film ne fait pas de son côté. Donc des prérequis concernant les films spider-man live action du XXIe et mcu analogues, concernant les séries (un caméo de  spoiler:  Matt Murdock (Daredevil (Charlie Cox (Netflix)) ): RAS.Le film est bien coupé, les deux autres versions de Peter arrivent un peu tard mais ont un temps d’écran très généreux, applaudissements non-stop dans une salle en folie comme je n’en avais pas vu depuis Infinity War; Ne connaissant rien aux comics, je ne pense pas qu’il y ait eu beaucoup de refs, sinon de magnifiques plans où on voyait les trois spider-man ou l’ensemble des méchants où le public s’est mis à applaudir (mais ils auraient tout à fait pu applaudir pour l’esthétique), sinon, le simple fait de les voir réunis, dans leur costumes d’origine, d’entendre les thèmes musicaux d’origine, de les entendre parler entre eux de leur background en commun, de leurs pouvoirs en commun, mais aussi de leurs différences…Toujours beaucoup d’humour, mais aussi des moments tragiques.Pour ma part, mon top 2 des longs métrages du mcu après Infinity War et de loin, et un de mes films préférés tout film confondu. Le film ne pouvait évidemment pas répondre aux attentes de tout le monde, comme il n’a pas répondu à l’ensemble des miennes  spoiler:  reproduire le meme des trois spider-man se pointant du doigt ,  spoiler:  Eddie Brock et Venom apparaissant DANS le film et non seulement dans la première post-générique , mais tellement de bonnes choses,  spoiler:  offrir une seconde chance aux antagonistes en essayant de les soigner plutôt que choisir la méthode simple de les tuer tout de suite ,  spoiler:  la référence à Miles Morales lorsqu’un personne annonce espérer qu’il existe quelque part une version noire de spider-man ,  spoiler:  la rédemption d’octopus ,  spoiler:  Peter-Garfield sauvant MJ d’une mort certaine par chute là où il avait échoué avec Gwen , tante May  spoiler:  prononçant « un grand pouvoir implique de grandes responsabilités » avant de mourir … et plein d’autres!Cinéphile voyant minimum un film par semaine, ce film, qu’on la chance de voir débarquer en salle plutôt qu’en VOD, est LE film évènement du moment, LE film évènement depuis la pandémie, LE film à voir sur grand écran à tout prix, tant qu’on peut. Car l’expérience de voir un tel film seul ou en petit comité sur un petit écran c’est une chose, mais aux côtés d’une centaine d’inconnus qui hurlent à nos côtés toutes les 5 minutes tout en respectant le silence quand les dialogues reprennent, c’est une opportunité à saisir quand elle se présente, et l’occasion: c’est aujourd’hui.Le film de l’année: une claqueConcernant la seconde post-générique, il s’agit  spoiler:  d’une bande annonce de Doctor Strange in the Multiverse of Madness, annonçant (pour le coup) clairement, qu’il sera étroitement connecté et nécessitera clairement d’avoir vu les séries WandaVision et Loki . "
