Note,Commentaire
0.5," je reprend la critique Télérama qui résume parfaitement le film""Ça recommence, alors allons-y une fois de plus : une histoire vraie ne fait pas forcément un bon film. Et ce n'est pas parce qu'il est généreux qu'il est forcément génial. Intouchables ruisselle de bons sentiments, et c'est la barbe ! La barbe, aussi, avec les clichés démagos : le milliardaire paralysé qui n'aime que l'opéra (bien sûr !) et le gars du peuple, pas cultivé mais pétri de bon sens, qui, lui, se tord de rire devant Wagner et l'art moderne qu'il copie avec succès. Ben voyons...S'il y avait du rythme, au moins. Mais non. Au bout de dix minutes, les deux personnages sont clairement définis. Ils n'évolueront plus. Techniquement, c'est la même fadasserie : des champs-contrechamps, à satiété durant près de deux heures. Au secours, Howard Hawks et Frank Capra et, chez nous, René Clair et Michel Deville, chez qui l'invention allait de pair avec la rapidité !Décidément, 2011 risque d'être une sale année pour les fans du cinéma français qui croient encore à la mise en scène. Il y en avait peu dans La guerre est déclarée. Presque pas dans Polisse. Et plus du tout ici. D'accord, on a parfaitement le droit de prôner, désormais, un cinéma où le cinéma n'a plus de raison d'être. Mais alors, il faut se l'avouer et le dire. Pierre Murat"" "
4.0," Intouchables n'est ni plus ni moins qu'une comédie basé sur des faits réels, le film ne mérite absolument pas son succès et Omar mérite absolument pas son césar car appart rire comme un con il ne sait pas jouer (attention je l'adore mais je sais reconnaître un mec talentueux) Cluzet lui est très talentueux et aurait mérité 100 fois le césar, sinon une sympathique comédie qui ne casse pas des briques, on s'amuse bien devant ce film. "
2.5," Pure comédie à formule, reposant sur la vieille recette de l'association des contraires. Philippe est blanc, riche et invalide ; Driss est noir, pauvre et bien portant. Le premier aime la musique classique, l'opéra, la poésie et l'art contemporain ; le second s'en moque et ne jure que par ses groupes musicaux préférés, Earth, Wind and Fire et Kool and the Gang. Aucun cliché sociologique ne nous est épargné (hôtel particulier, belle voiture, jet privé pour l'heureux habitant du 16e arrondissement parisien ; HLM, délinquance pour le pauvre gars de la banlieue). On a beau nous dire qu'il s'agit d'une histoire vraie, peu importe. Les personnages principaux et leurs univers respectifs sont des caricatures.Le récit est également assez prévisible, même s'il joue sur les ""improbables"" : amitié improbable, rencontre amoureuse improbable... Les scénaristes et réalisateurs, Éric Toledano et Olivier Nakache, ont sorti tous les ingrédients de la comédie populaire, avec ses bons sentiments, son mélange d'humour et d'émotion. Rien de mal à cela, au contraire. Mais sans traitement original, ce sont des facilités... Reste le savoir-faire, indéniable. Il y a dans ce film un côté bien emballé, sympa, spontané, drôle, qui explique son énorme succès public. Un ""feel good movie"" conçu comme tel, avec un duo d'acteurs (Cluzet/Sy) qui fonctionne bien, des vannes qui claquent (et qui désamorcent le pathos), une BO agréable.Cependant, il est difficile de ne pas trouver cette comédie naïve et décalée avec son temps, coincée dans une bulle idéale, célébrant la fraternité entre les couches sociales les plus opposées. Fraternité peut-être, mais pas égalité. Par exemple, le personnage de Philippe semble s'intéresser bien moins, et plus tardivement, à l'histoire de Driss, que Driss ne s'intéresse à la sienne. Derrière la ""belle histoire"" de cet aristo blanc qui s'amuse avec un jeune noir, rigolo et gentil, tout en lui permettant de se cultiver et de retrouver le droit chemin moral, on peut se demander s'il n'y a pas une vision sociale véhiculant les vieux fondements d'un ordre établi entre Blancs et Noirs, riches et pauvres. Entre la générosité et la condescendance, la frontière est parfois trouble... "
0.5," Alors c'est ça la comédie française dont on dit tant de bien ? Mais quelle médiocrité ! Encore si c'était pourri, je me serais peut-être marré une ou deux fois... Mais là c'est juste plat, insipide, niais, sans risque, 100% politiquement correct. Déjà, pour moi François Cluzet (que j'adorais) il est grillé depuis qu'il a fait Les petits mouchoirs (autre symbole de la médiocrité française). Clichés, lenteur, ennui... et ce n'est même pas drôle ! Non mais, c'est à désespérer ! Je vomis cette petite clique étriquée du cinéma français, qui doit en plus se prendre pour des génies parce que la masse de spectateurs moutons a perdu tout sens critique. "
0.5," 1er sur 250 ! C'est une honte que ce film passe devant ""Seven"", ""La ligne verte"" ou ""Le silence des agneaux"".. Il attendrit la chance car il fait pitié. Un humour déjà vu, des acteurs connus et voilà des gens paient pour allez voir un ""navet"" !!! "
3.0," ""Intouchables"" possède une dimension humaine très forte qui en fait même oublier de sérieux clichés ! Maintenant, n'en oublions pas pour autant le contexte bien particulier dans lequel a lieu la rencontre de cet aristocrate tétraplégique et d'un jeune des banlieues ! Le handicap n'est certainement pas vécu de la même façon pour tous... Ici, l'histoire prend des allures de conte de fée et cette belle amitié portée par 2 acteurs, il est vrai remarquables, fait plaisir à voir et ralliera l'adhésion du plus grand public tant l'émotion, entre rires et larmes, est au rendez-vous ! C'est certain...Malgré tout avec le recul, on se sent un peu manipulé d'être sous le charme quand on songe véritablement aux difficultés, aux épreuves bien réelles que traversent les personnes handicapées qui vivent, elles, avec un minimum de revenus ! Revenons donc un peu sur terre... Ainsi, comme dans le récent et plébiscité ""La guerre est déclarée"", la vision du malheur sous la lorgnette de l'optimisme peut certainement rassurer le plus grand nombre et peut-être tant mieux, mais sur le fond est-ce bien honnête ? Ne nous berce-t-on pas d'illusions ? "
5.0," Vous savez, quand on s'assoie dans la salle et qu'on sait que ce sera une excellente soirée... Intouchables m'a tellement paru dans une classe à part que j'en perds mes mots. De l'humour subtil et bien réfléchi, un jeu d'acteurs superbe, une chimie à en bouleverser les règles de stœchiométrie, un thème touchant, de sages paroles et l'absence de morale lourde et encombrante : voilà la recette d'un film qui peut marquer un spectateur des jours et des jours après le visionnement. On y insère des phrases punchées qui nous poussent plus loin que la simple pitié. Les différences entre les personnages les fait évoluer chacun à leur manière, mais ils restent reconnaissables. On en oublie presque l'état physique de l'aristocrate tellement la relation est enrichissante. Et c'est peut-être là exactement ce que voulaient les réalisateurs. Savoir rire des choses même les plus graves est un talent qui n'est pas donné à tout le monde. Ce film devrait servir d'exemple! Si devais absolument trouver un point négatif, il serait dans le choix de la scène initiale qui n'a pas à être répétée durant le film. Le procédé cinématographique de ce moment serait selon moi à retravailler un peu. Sinon, impeccable, à voir à tout prix !! "
4.5," Que dire qui n'a pas déjà été dit ?La réputation de ce film est pleinement justifiée, il est excellent, mêlant habillement rires et émotions, avec des répliques d'Omar Sy qui font mouche à chaque fois. "
4.0," Ça y est, on arrive finalement à réaliser une comédie qui ne tombe pas dans les gags clichés superficiels, et dans le mauvais jeu d'acteur. Intouchables raconte l'histoire d'une forte amitié entre un riche aristocrate, Philippe, devenu paraplégique suite à un accident de parapente, et Driss, un jeune de banlieue tout juste sorti de prison qu'il va engager. Bien sûr, il se peut que certains prennent le film pour un véritable cliché - le coup du jeune qui a fait de la prison mais qui a un coeur gros comme le monde, ainsi que l'ambiance un peu grande bourgeoisie - mais je ne suis pas tombé dedans. Le film est drôle, vraiment sympa à regarder, les deux acteurs sont juste incroyables,et l'ambiance est plaisante. Disposant en plus d'une bande-son aux différents styles de musique, Intouchables est un film français réussi, eh oui, c'est possible, inspiré d'une histoire vraie et réalisé par Eric Toledano et Olivier Nakache. Certains l'ont trouvé touchant, émouvant, je n'irais pas jusqu'à dire cela: disons juste que nous sommes très vites acteurs des péripéties de nos deux personnages, et qu'on passe vraiment un bon moment à suivre les histoires de Philippe et Driss, qui ont un mode de vie totalement différent, mais arrive néanmoins à créer entre eux une très forte amitié. Sans tomber dans du grand cliché, excepté peut-être certains personnages, le film dispose d'une sensibilité juste, d'un plaisir qui n'est pas forcé, et d'un duo de choc, qui pour moi fut une belle surprise. Omar Sy et François Cluzet sont décidément deux des meilleurs acteurs français. On rigole beaucoup et c'est un vrai petit plaisir. Un film à voir. "
5.0," Inspiré des vies de Philippe Pozzo di Borgo, devenu tétraplégique à la suite d’un accident de parapente et d'Abdel Yasmin Sellou, son aide à domicile, dont les personnalités et les origines sociales sont diamétralement opposées. De cette rencontre au départ improbable, va naître et se solidifier une belle et sincère amitié. Eric Toledano et Olivier Nakache ont brillamment réussi leur pari : faire une vraie comédie, sur un sujet pourtant délicat et difficile. C’est parfaitement dosé, à la fois touchant, émouvant et surtout très drôle,mais sans jamais être larmoyant, ni choquant. Il faut dire que le duo d’ « Intouchables » fonctionne à merveille : François Cluzet est génial et d’une admirable sobriété. Omar Sy est exceptionnel et d’un naturel confondant. Un vrai coup de cœur pour un film incroyable de sincérité. "
4.0," Une vraie réussite que cette comédie sur un thème difficile et risqué. Pas de fausse note, les choix sont excellents et pour une fois un quartier de la banlieue parisienne est montré tel qu'il est, avec son appartement bien trop petit pour accueillir toute une famille d'origine sénégalaise mais aucun misérabilisme. La partie idéalisée ne porte que sur l'argent de la personne handicapée et sur les caractères exceptionnels de deux hommes que rien n'aurait dû rapprocher si ce n'est une générosité cachée au fond d'eux même que les situations de la vie vont révéler. On sent immédiatement que le tournage a été un plaisir et que la confiance et l'amitié régnaient. Le couple Cluzet- Sy fonctionne à merveille, il est impossible de dissocier leur mérite dans ce spectacle où les éclats de rire partent en cascade et pourtant quel drôle de couple! Je n'en avais jamais vu de pareil. Une relation corporelle étroite et permanente sans la moindre petite connotation sexuelle. Que du respect d'abord puis une pure et belle amitié ensuite. Cela va être le grand film de Omar Sy, Cluzet ayant lui depuis longtemps gagné ses galons de comédien. La comédie a toujours su mieux qu'aucun autre genre approfondir nos consciences et quand elle est aussi bien réussie que celle-ci, on ressent en sortant une certaine gravité devant ces ''intouchables'' qui nous ont permis 112 minutes durant de porter un autre regard sur eux. C'est ce cinéma-là, qui nous rend meilleur, que j'apprécie le plus. "
4.0," Rah moi, les films qui pétrissent les bons sentiments pour faire pleurer dans les chaumières, ça m'exaspère ! Mais bon – heureusement ! – ce n'était pas l’intention « d'Intouchables », qui parvient à montrer le ton qu'il compte adopté dès la scène d'introduction (d'ailleurs très bonne, car très surprenante et très ambiguë). Cet ""Intouchables"", c'est une comédie toute simple, mais qui entend juste déplacer le curseur du rire là où les comédies toutes simples n'osent pas le placer, et c'est là que se trouve la force de ce film à mon sens. Oser rire de l'handicap, peu s'y risquent. Le faire au travers d'une comédie grand public, je trouve ça encore plus fort. Et j'insiste bien sur l'aspect « grand public » du film, car ""Intouchables"" ne se veut pas être une comédie satyrique grinçante, un pamphlet social destinée à une bourgeoisie endimanchée qui adore se gausser de ces films qui se moquent ouvertement d'eux-mêmes. Certes, il y a la rencontre de deux milieux sociaux, de deux générations différentes, mais le film entend surtout parler de la rencontre humaine, point barre. L'exercice était casse-gueule car, pour le coup, tout repose sur le coefficient sympathie de chacun des deux personnages. Mais pour le coup, François Cluzet et Omar Sy cassent la baraque. Pour Cluzet, c'était plus ou moins prévisible, car pour ma part j'apprécie vraiment l'acteur, et sa carrière à ce sujet là le précède. Par contre, j'avoue que j'étais beaucoup plus septique sur Omar Sy, ayant un peu peur des limites de son humour SAV, et pourtant : OUAH ! C'est peut-être même pour moi la performance d'acteur de l'année. Il a su composer un personnage entre la caricature attendue du Buddy Movie et quelque chose de beaucoup plus antagoniste. Jamais il n'en fait trop, il parvient à balancer de l'un à l'autre quand il faut, trouvant sans cesse le ton juste. A mon sens, le film lui doit énormément et repose essentiellement sur lui. Après, il ne restait plus qu'à Tolédano et Nakache à savoir faire évoluer le duo sans répétition ni facilité. Il me semble qu'ils ont su le faire car, pas un seul instant, je me suis ennuyé. Certes, parfois ils y vont un peu fort à coup de violons et de pianos, notamment vers la fin, pour faire dégouliner leur film d'émotion. Mais bon, quand un film est pétri à ce point de bons sentiments moi je tolère, j'adhère et je suis. Sans transcender le genre donc, ""Intouchables"" parvient à faire de la très bonne comédie simple, et rien que pour ça, « merci »... "
0.5," Ce film est d'une nullité affligeante et bourré de clichés, il transpire la propagande multiculturelle bisounoursesque. Ça fait 40 ans qu'on n'écoute plus Earth Wind and Fire dans les banlieues en France, il serait temps que les bobos se mettent à jour, et qu'ils arrêtent de persister à faire croire aux Français que ce qu'ils voient tous les jours et l'insécurité dont ils sont victimes ne sont que des « sentiments d'insécurité ». Franchement, je me demande si les subventions au cinéma Français sont une si bonne chose que ça lorsqu'on voit la succession de bouses qu'on nous sert. Au passage, j'espère que les visiteurs d'Allociné ne manqueront pas de sanctionner le « bourrage d'urnes » manifeste en faveur des votes 5 étoiles, ce genre de manipulations est révélateur, et bien digne du contenu du film : en dessous de zéro. "
5.0," ""Intouchables"" est le troisième plus gros succès de l'histoire du box-office français et le film français qui a rapporté le plus d'argent dans le monde (près de 430 millions de dollars !). Le quatrième long-métrage du tandem Toledano / Nakache est basé sur l'histoire vraie de Philippe Pozzo di Borgo (interprété par François Cluzet), un aristocrate tétraplégique qui va embaucher à son service un auxiliaire de vie, Abdel Sellou (joué par Omar Sy, qui est renommé Driss dans le film), qui est son exact opposé socialement et culturellement parlant. Malgré des débuts difficiles, ces deux hommes si différents vont finir par s'apprécier et s'enrichir mutuellement. ""Intouchables"" est avant tout un très beau film sur l'amitié et un plaidoyer pour la différence (culturelle et physique), qui dose subtilement l'humour et l'émotion pour véhiculer son propos. Ce mélange ô combien délicat entre rires et larmes est parfaitement réussi dans le film, grâce à un scénario soigné et des dialogues percutants. S'enchaînent ainsi parfaitement les répliques drôles (""Vous connaissez qui à Berlioz ?""; ""Moi, pour cinquante euros, je vais chez Casto et je vous la fait la trace de mon passage sur Terre""; ""Pas de bras, pas de chocolat""; ""Vous avez de la chance, ça doit être la seule fille de Dunkerque qui a encore toutes ses dents""...), les gags visuels (en particulier la scène hilarante de l'opéra et celle dans laquelle Driss coupe la barbe de Philippe par étape) et les moments très émouvants (Driss qui raconte son enfance à Philippe ou la fin). ""Intouchables"" doit aussi beaucoup à son duo d'acteurs principaux. Si l'excellente performance de François Cluzet ne surprend guère tant cet acteur est un coutumier du fait, en revanche la prestation inoubliable d'Omar Sy révèle l'étendue du talent à la fois comique et dramatique de ce comédien jusqu'ici cantonné à des rôles peu mémorables. Doté d'un sens comique rare, qui lui permet de faire un véritable festival de bons mots dans le film, Sy se montre également très convaincant dans le registre dramatique, en faisant preuve d'un jeu tout en retenu, qui contraste avec son exubérance habituelle. Le reste du casting est de qualité, avec notamment une étonnante Audrey Fleurot et une attachante Anne Le Ny. Ajoutons à cela la très jolie musique de Ludovico Einaudi, qui colle parfaitement aux images, ainsi que le choix judicieux des morceaux non originaux, qui mettent bien en exergue la différence culturelle existant entre les deux personnages principaux (funk / soul vs. musique classique / opéra). En conclusion : ""Intouchables"" est une brillante comédie, qui fait rire aux larmes autant qu'elle émeut. Ce film est un de mes plus gros coups de coeur de ces dernières années. "
0.5," J'ai horreur des films démagos et consensuels, des bons sentiments factices qui dégoulinent comme à la télé. L'imposture de l'année. "
0.5," je reprend la critique Télérama qui résume parfaitement le film""Ça recommence, alors allons-y une fois de plus : une histoire vraie ne fait pas forcément un bon film. Et ce n'est pas parce qu'il est généreux qu'il est forcément génial. Intouchables ruisselle de bons sentiments, et c'est la barbe ! La barbe, aussi, avec les clichés démagos : le milliardaire paralysé qui n'aime que l'opéra (bien sûr !) et le gars du peuple, pas cultivé mais pétri de bon sens, qui, lui, se tord de rire devant Wagner et l'art moderne qu'il copie avec succès. Ben voyons...S'il y avait du rythme, au moins. Mais non. Au bout de dix minutes, les deux personnages sont clairement définis. Ils n'évolueront plus. Techniquement, c'est la même fadasserie : des champs-contrechamps, à satiété durant près de deux heures. Au secours, Howard Hawks et Frank Capra et, chez nous, René Clair et Michel Deville, chez qui l'invention allait de pair avec la rapidité !Décidément, 2011 risque d'être une sale année pour les fans du cinéma français qui croient encore à la mise en scène. Il y en avait peu dans La guerre est déclarée. Presque pas dans Polisse. Et plus du tout ici. D'accord, on a parfaitement le droit de prôner, désormais, un cinéma où le cinéma n'a plus de raison d'être. Mais alors, il faut se l'avouer et le dire. Pierre Murat"" "
4.0," Intouchables n'est ni plus ni moins qu'une comédie basé sur des faits réels, le film ne mérite absolument pas son succès et Omar mérite absolument pas son césar car appart rire comme un con il ne sait pas jouer (attention je l'adore mais je sais reconnaître un mec talentueux) Cluzet lui est très talentueux et aurait mérité 100 fois le césar, sinon une sympathique comédie qui ne casse pas des briques, on s'amuse bien devant ce film. "
